,text,label
880,"Chatt, hampir Ga ada respond",0
881,"komik asli, pengemasan tebal diisi bubble wrap, pengiriman cepat ??",2
882,"yaampunnn.... mentang� Rp. 0 x nih yah krna penguna baru... baju sih baju tapi gimna mau dipake lobang lehernya itu kecill amed,, anak yg 11 tahun pun gak bisa pakai... padahal mah lumayan lah bahannya walaupun tipis..",0
883,"mantap,, packing rapi.. mantap pokoknya...",3
884,"gak pernah saya kasih bintang 1 ke toko manapun, tapi untuk x ini saya kecewa Barang saya yg minyak kayu putih gak di kirim. semoga berkah ka walau cuma uang sgitu dan gak lagi2 belanja di toko yg GAK AMANAH ini",4
885,pengiriman nya hampir 1 minggu. agak kecewa,4
886,Di aplikasinya gak bisa kelihatan kalo pintu lagi ke buka atau enggak.Tapi automationnya lumayan lengkapnlah,2
887,"Harga sih promo 17.900, sy pake gojek instant lebih mahal ongkirnya drpd barangnya, krn mau dipake cepet. pas nyampe eh ternyata udah patah sebelah standnya.. kecewa sih karna kalo jual promo ada cacat ya di catet gitu biar customer ga beli barang promo kalo tau ada cacatnya.. seller si oke buat tuker barang, tp udh ga efektif aja sy mau pake cepet jg jd ga bisa, di retur jg ongkir lebih mahal lagi dari kualitas barangnya :( mengecewakan deh pokonya kapok beli disini",1
888,good Ban jadi hitam kembali! Mantap.,3
889,no comment deh. udh berkali kali beli cat ini. TOP BGT,3
890,"keripik tempe pecah2. packingnya kopong. Edit: rasanya juga asin banget, beh ga recommended yah, mecin banyak. orang **** juga tau bisa dikomplain, bahkan ga pake asuransi pun bisa komplain. cuma worth ga sama waktu yg dihabiskan buat komplain? penjual yg ga bisa terima kritik ga layak dapat bintang. maap yah , perbaikin lg packingnya, ekspedisi manapun kalo packing keripik pake plastik setengah kosong (ga padat) ya ancur koclak2 dalam dus. mau pake buble juga mubazir.",1
891,Gk ada tambahan bublenya yg ada banyak koran nya.,1
892,"BAGUUUSSSS PACKING RAPUI, CEPAT SAMPAI, TERIMAKASIH SELLER.... SUKSES SELALUU...",3
893,free canister ga dikirim.. payah kecewah dah males beli disini,1
894,barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,1
895,"mantabs sih, build quality nya bagus banget.. dan satisfying banget pas ambil bulu kucing dari sela sela sisir nya..",3
896,Bahannya kuat dan kokoh meski berat bebannya packingnya rapi ngga rusak atau cacat pengirimannya cepat barangnga original,2
897,"Bakalan jd langganan .. harga terjangkau, pengiriman juga oke",3
898,Ga berfungsi,1
899,Trima kasih szsdrum barang sdh sampai.Sukses terus szsdrum. ??????,2
900,"barang sudah sampai, tapi salah satu lensanya ada yang tergores ditengahnya :(",4
901,jelek sekali packingnya...hand body saya pada tumpah...,0
902,Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,4
903,sesuai pesanan. kualitas ??,2
904,sudah langganan beli mini gold disini ??,3
905,Ini produk ga diragukan sensornya. Hampir ga ada delay dieksekusinya. Mantap.,2
906,sangat kecewa banget,4
907,mantappp djiwaaaaaa,3
908,"Sory harus kasih bintang 2, krna pengiriman salah sampai 2 kali kirim, sebaiknya diperhatikan lagi bagian pengirimannya",4
909,Barang sesuai deskripsi.. seller fast response.. pengiriman aman sampai rumah..,2
910,Teksturnya keras. Hasilnya awet. Beneran waterproof. Gampang dipakai. Gampang dibawa-bawa. Proses pesanan cepat. Penjualnya ramah banget. Packaging aman ??. Packaging rapi. Respon penjualnya top.,2
911,"Td nya sy request utk cancel mo ganti p�byran nya pake gopay dr ovo td nya krn ada cash back, tp nggak dicancel sm toko tetap diproses aja. Sgt m�ngecewakan.",4
912,tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus. ga kepake,4
913,"1 lampu rusak tidak bisa hidup dr awal, 1 lampu lg mati dan tdk bisa hidup setelah dipakai sehari.",1
914,Produk sesuai deskripsi penjual. Penjual komunikatif dan cekatan. Semoga tidak ada kendala saat pemakaian. Thanks seller!,2
915,"barang lumayan bagus, respon penjual cepat",2
916,Tidak mengkilap dan cepat hilang,1
917,"kecewa sama barangnya, suara yang di keluarin ga bisa gede, padahal udah paling maksimal",4
918,"Sdh claim percuma tidak ada prnggantian dan tgg jwb, pihak dettol blg kesalahan pengirim, dan byr insurance pun percuma tdk di ganti jg cape deh",1
919,"Bau parfum Coffeenya kurang enak, untuk alat nya banyak baret2",1
920,Tidak ada kendala saat penukaran di jepang. Trm ksh,2
921,packing hancur sampai lebur sampai rumah,4
922,tenyata gak bagus utk kucing jantan di saluran urine nya ... hati2,1
923,"Packingnya sangat jelek, barang yg diterima kotaknya sudah peot peot, karena rencananya barang ini untuk hadiah.",4
924,"Produk belum diterima, tetapi status sudah diterima. Pengiriman barangnya gak jelas.",1
925,"Untuk kain jarik batik agak kecewa sih.saya pesen yang warna tapi dikasih yang klasik ... Bahan agak kasar , dan tidak panjang kainnya . Memang sih sesuai harga !!! Tapi yasudah gpp . Thanks",4
926,Beli di Official Store tgl 22 Feb 22 eh 23 Feb udh sampai di siang hari ???? Cepat banget ???? Thank you bangettttt cussons ???????? Dapet harga flass sale jd murah ??,3
927,kecewa dengan pelayanan toko ini. ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya. kapok belanja disini. barang hanya senilai 7rb tetapi minta video sampai 3x & barang tidak berfungsi masih saja menolak komplain. semoga berkah,4
928,Pengiriman Lama dan Mainan Gak berfungsi dengan baik,4
929,"transaksi COD gampang, kirimnya cepat sampe, packingnya rapih, smoga produknya cocok nih.",2
930,"Barang sesuai deskripsi. Pegangan kokoh dan stabil. Packaging aman dan bagus. orderan ke 4 selalu puas, seller gercep, hari minggu dikirim, kurir cepat, next order lagi..",3
931,Bahanny ga enak,4
932,Barang tidak dikirimkan ??,0
933,SERVICENYA BURUK BANGET!!!,0
934,baunya sereh bangett.buat yg suka.cocok nihh..pengiriman rapih n aman.,3
935,Kualitas Produk Bagus.,2
936,"bagus, angin nya terasa kuat tapi belum kebiasa ama getarannya doang yang agak kuat",2
937,"yg satu error mulu. jadinya repot. kadang hidupnya susah, kalauoun hidup, harusbpakai headset, sebab mic nya nyala mati",4
938,lumayan sesuai hrg. pengiriman cepat,2
939,"pengiriman lamaaaaaa banget, sampai sudah beli ditempat lain baru datang, pengiriman lebih 1 bulan...kacau ??",0
940,"Sedikit ada kendala, tapi semuanya sudah normal kembali , makasih Respon toko percakapan baik'??????",2
941,harga murah kualitas produk sangat baik,2
942,"Barangnya bagus banget, sesuai sama harga, gagangnya juga kokoh banget dan keliatannya kaya bagus gitu",3
943,"barangnya sampai dgn selamat. bonus 2 pic. pengirimannya aman. capo plastik motif kayu, bantalannya karet. semoga awet",2
944,"bahan nyan lembut dan empuk enak dan tidur jadi lebih enak gak pegel pegel lagi pas bangun tidur bye bye salah bantal,Material bagus dan halus. Ukuran sesuai. Bagus Banget!. Harga terjangkau.",3
945,"barang bagus, berfungsi dengan baik, seler ramah, pengiriman cepat",2
946,"Works fine. Respon seller cepat, barang berfungsi dengan baik. Recommended.",2
947,Cepat memproses pengiriman. Dipacking aman dan rapih.,2
948,Selalu terdepan. Response sangat cepat. Barang dikirim sangat cepat. Sukses selalu.,2
949,"Nggak sesuai yg diiklanin, airnya loyo...",4
950,lamaa pengiriman,4
951,"Sudah sampai kak. okey barangnya , warna bagus , kualitas bagus dan tidak berbau , anti slip juga kayak nya . Thanks lah ya.. :)",2
952,jepitan nya bagus2 canti anakku suka,3
953,"lampu sudah di charge ga bisa menyala sama sekali padahal baru beli,saya KECEWA SEKALI!!!PENJUAL NO RESPON!!!!",0
954,"Mohon maaf, produknya tidak bisa dipakai. Sudah install sesuai dengan petunjuk, tp ga bisa juga. Insya Allah Ikhlas",1
955,"paten, mantab, rapi, high quality. fast respon, rekomen bingit.",3
956,"Barang pesanan sampai, cuma tidak sesuai dengan yg saya pesan, komplain tidak ditanggapi dibales cuma sekedarnya, di telp tidak diangkat, di wa gak di bales, dr pada lama nunggu balasan dr agan ini mending saya jual aja tu liquid.. br kali ini belanja di tokopedia nemu seller yg kyak begini..gak2 lagi2 deh belanja disini percuma Di deskripsi gede2 ditulis jgn sampai kurang isi keterangan soalnya bkl_an di kasih random ehhh ini malah seller nya sendiri yg salah begitu, minta maaf pun gak..mending dikasih Nic 6 pesannya Nic. 3 tp produk sama, lah ini seller salah ngirim produk yg dipesan.. Kalo saya siy kecewa berat belanja disini krn barang salah kirim taunya bakalan susah di retur...saya juga lg liburan gara2 begini saya sibuk ngurusin beginian nunggu2 masalah ini cepat kelar.. SORRY TO SAY NOT RECOMMENDED SELLER",1
957,Barangnya bagus mewah banget. Udah dicoba jg bulu2 yg ngegumpal ke tarik jg. Bagus pokoknya,3
958,"sudah dtrima barusan, ada cacat goresan2 jadi ga mulus kesan spt bekas ketara (_ _) tapi y sudahlh. thanks.",4
959,baru satu hari sudah mampet dan sulit dibersihkan..sepertinya kurang recomended produk ini,1
960,Ada karat sedikit di bagian resletingnya sama jaitan sedikit kurang rapih di bagian dlm. Tapi Overall bagus sih.,2
961,Kualitas bahan tinggi ??. Packing aman ??. Dijamin Termurah. Produk nyaman & mudah dipakai.,3
962,Barang diterima dengan kondisi pinggirannya patah...,1
963,"Sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. Semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yg anda jual",1
964,"Pengiriman lama, Minta Nota Pembelian tidak di kasi",1
965,"Akhirnya bisa main MC online bareng temen, sellernya benar-benar baik ngasih panduannya jelas banget. mantab pokoknya",3
966,Bangke sampe Rumah mati semua. Jangan beli disini.,0
967,Tipis banget bahan parasutnya. Dan tidak ada keterangan penjelasan tebal atau tipisnya. Mungkin seller perlu perjelas.,1
968,"diterima dalam keadaan dus terbuka... biasanya dus nya rapih tebel di packing bagus... sekarang diterima dalam keadaan dus kebuka sobek dan penyok dapet bonus tp lecek kelipet karna packing ga niat di untel2 sama barang nya, kaya ga niat ngasih... jd ga berguna bonus nya padahal bagus",0
969,adminnya kebanyakan bac00t.. lamban bgt.. kecewa banget dehhh,0
970,"saya kecewa banget sih,pesan maroon, hijau army sama mint.. tapi tu semua dganti sama warna lain tanpa konfirmasi., semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia..",4
971,Nyaman untuk olahraga. Harga Bersaing ??. Dijamin Termurah.,3
972,"dapat kain microfiber, fungsi mau dicoba dulu, kalo buat sekarang ????? biar tokonya joss ??",3
973,super bintang 5 buat store ini .. bahkan libur barang dikirim sangat recommended,3
974,"barang kualitas jelek, kaki patah, banyak pecah sedikit ditekuk pecah dan copot.. blum sempet pake udh tak buang aja",0
975,Solusi untuk yang pingin punya smart tv tanpa harus beli smart tv. Barang berfungsi seperti seharusnya.,2
976,"bahan, model dan warnanya bagus, respon penjual cepat, harga bersaing dengan kompetitor, kemasannya juga bagus",2
977,notrecomedet respon lambat pengiriman lambat penjual tidak ramah janji mau beri bonus,1
978,jangan beli produk di sini. tidak beres agen nya,1
979,selalu puas...mantab,2
980,"enak kartunya, sesuai ekspektasi, plastik beneran. licin . dan kerasa bakal awet",2
981,ga tahan lama...1/2 mgg setelah beli sudah rusak,4
982,Warna yang datang tidak sesuai pesanan walaupun sudah menulis catatan cancel kalau warna pilihan memang tidak ada.,4
983,"Terlalu tipis, tidak seperti masker medis yang saya kenal :(",4
984,pengiriman cepat.. barang kondisi bagus.. makasih ya??,2
985,innalillahi.... gan klo jualan yg JUJUR.... agan jual 1 kg knp yg dateng yg 800gr ...gw apal bangt kantong 800gr sama 1 kg ... dah sering beli .... 200gr ya tagih di AKHERAT yaa gan .... makanan kucing aja paki bohong jualan nya... nauzubillah.... terakhir gw belanja di toko ini ... ngga BERKAH loo gan rizki nya dg cara nipu kaya gini... biar diterkam kucing2 loo nnti di AKHERAT nya....,0
986,Kualitas bahan bagus ??. Jahitannya rapi. Warnanya cantik ??. Model Celananya cantik ??. Nyaman dipakai ?. Bahan menyerap keringat. Ukuran sesuai. Tidak menerawang. Bahannya adem. Bahannya lembut. udh punya warna navy dan dark grey. pengen lagi warna lain. Bagus pake banget.,2
987,Puas dan gercep banget seller nya. Pesan dua kartu dan dua duanya berfungsi dengan aman. Terima kasih.,2
988,bakal langganan packing amaannnnnnn ??,3
989,ga ada gunanya atc ini tetap ga dikasi bubble..bikin rugi aja..,0
990,"Agak kecewa, pesan biru atau hitam datang yg warna merah",4
991,"penjual sangat tidak responsif, pengiriman sangat lama, pengen di cancel awalnya namun karena sudah sangat menginginkannya jadi ya sudahlah.",1
992,"untuk kualitas ternyata sama dengan merk China lain 1080p juga yang harga nya 300rb an, bahkan lebih bagus merk lain di 600rb an. lalu untuk pengiriman lambat sekali dari official store, pesan tgl 27, sampai tgl 1, sehingga saya tdk sempat menggunakan pada zoom meeting dan harus memakai hp. cukup kecewa dengan produk dan pelayanan Logitech. kalau utk keyboard nya dan mouse nya emang cukup bagus bbrp model nya, tapi sy kapok beli disini karena barang akan hanya di proses bbrp jam sblm pembatalan walaupun pesan nya di hari biasa.",4
993,"Real pict, real spek, packing rapih dan sangat aman walaupun kertas printer thermal tp dikasih label fragile, sellernya recomended sekali, mantaaabbbss ??",3
994,pengiriman super cepet. super recommended bgt. cepat mengisi daya. terima kasih,2
995,bahan biasa gak seperti yg dibayangin,4
996,kecewa 90yard tipis sialan gua liat komen pada sama bilng tipis rugii,4
997,Saya puas barangnya bagus sampai saat tidak ada masalah,2
998,"Yang kids bener, yg besar beda bahan dan sangat tipis. padahal yg besar pesan yg ada katupnya tapi ini kagak.",1
999,"barang ori, bagus, sesuai pesanan. packing rapih, buble wrap tebel, jadi barang aman. hanya terkendala di jasa pengiriman,",2
1000,"Kali ini kecewa & kurang puas beli mukena dsini, packing standar, banyak noda kotor di bawahan mukena, bagian atasan mukena bnyak benang keluar jd kurang rapih, bahan seperti panas karna kasar bahan�y, warna pink�y tidak soft seperti gambar (maaf) pink�y seperti warna taplak meja hajatan, selera sih klo sya ga suka, beli saat flash sale, ukr sih besar cukup untuk orang bb 70kg.",4
1001,"Kualitas barang sesuai dengan harganya, cukup bagus, hanya dibagian saat memasang kepala untuk pegangan ponsel saja yg sedikit harus menekan kepalanya ke bagian mur-nya.",2
1002,"pesenan sesuai, packing paket aman seller baik, pengiriman cepat, recommended tksh seller",3
1003,"ternyata tidak bisa dipakai di redmi 3S, tetapi di laptop bisa. tidak sesuai harapan",4
1004,"barang nya bagus, kain elastis mantap",2
1005,Barang sesuai pesanan. Kualitas bagus baik. Mantap. Packing juga oke. Seller ramah. Pengiriman juga cepat. Fast respons. Recommended seller pokoknya ??,3
1006,kualitas barang bagus harga murah,2
1007,parah sekali...pengiriman barang kurang.masih gak percaya sama konsumen....malas belanja lagi.walaupun dapat hadiah free.percuma yg free gak di kirim,0
1008,"So far kualitas dan bentuk pellet paling bagus dari smua toko yg pernah saya beli. Packing oke dan pengiriman juga cepat, recommended lah pokoknya ????",3
1009,Nyaman banget dipakai. Kualitas bahan bagus. Tetap bisa gerak maksimal.,2
1010,bagus kak baju nya jahitan nya rapi cocok untuk pakaian sehari hari harga sesuai pelayanan nya bagus,2
1011,"barang sesuai keinginan, thx toko pedia.",2
1012,Bukunya bagus bgt semoga anakku suka.. pengemasannya rapi dan cepat meskipun ada yg lecet dikit tp seller mau bertanggung jwb dengan ksh diskon. Respon sellernya ramah sekali. Thanks yaa,3
1013,mantappp,3
1014,Parah respon nya Butuh 4 hr sejak order baru dikirim Granola nya jg ancur semua,0
1015,"Pelayanan cepat, barang sesuai dan service bagus",2
1016,"Puas banget dengan sofa-nya.. bagus.. dan adminnya sangat membantu, saya minta tolong sebelum tahun baru, dan benar hari ini barang langsung sampai.. terima kasih banyak..",2
1017,Roti keras gak enak,0
1018,"kunci bagian depan kendur alias tidak kencang, dan respon seller sangat tidak memuaskan...",1
1019,"Barang yang dikirim beda dengan di gambar, yang dikirim merek TUMPAH (gk jelas). Ditanya dapat kuas malah jawab yang lain. Hati2 tukang tipu. Gk niat jualan.",1
1020,Material Produk Bagus. Kualitas Produk Bagus. Produk Original. Ukuran Produk Sesuai. Overall recomended ??????Thx so much ???? ??,3
1021,"barang tdk bs di pake ,ring tune jg g bunyi.kecewa",4
1022,Tidak berfungsi dengan baik,1
1023,"udah berkali beli disini, adminny bener sopan & sangat responsive, sempet salah ukuran langsung bisa retur buat ganti ukuranny, proses mudah & cepatt! emg the best atalon!",2
1024,"pengemasan barang baik, kondisi barang jg utuh tanpa cacat, berfungsi normal dan lancar, respon dan servis dari seler juga baik",2
1025,kecewa. kok brg rusak dikirim. di chat lama responnya sampai batas waktu otomatis habis. padahal sdh langganan lama ditoko ini..,4
1026,Mantap ?? Akhirnya bisa ngerasain juga main games dengan biaya murah. Terima kasih bosque� semoga tokonya lancar jaya,2
1027,nyaman bagus. ini udah turun size dari L yg kmren beli. yg size L mamaku yg pake. nyaman jg katanya. thanks mamaway :),2
1028,"Minta Black dikirim Transparent Black kecewa banget gasuka warnanya, lain kali e-commercenya teliti dalam menanggapi costumer",4
1029,Material Produk Bagus. Kualitas Produk Bagus. Ukuran Produk Sesuai. Produk Original.,2
1030,Barangnya tidak seperti barang baru dan tanpa kemasan pabrik.,1
1031,2nd purchase & selalu amaze sm cara mrk packing.. tebellllll n rapihhhh bngt bubble wrap nyaaaa ??????????????????,3
1032,barangnya bagus banget. semoga aweet. kalo aweet gua bakalan beli lagi dimari buat cadangaan,3
1033,barang bagus..cuma kurang teliti saat pengiriman.kabel charger salah yang magnetik tapi dapat kabel charger usb..selain it ok lah,2
1034,barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai,1
1035,barangnya bagus bagus sesuai pesanan harganya terjangkau dan berkualitas terimakasih banyak Tokopedia kurir dan seller,2
1036,Pengiriman on time dan produk berfungsi baik seperti harapan.,2
1037,"AIRO ini punya customer service yang super duper bagus, kapanpun saya punya pertanyaan, mereka selalu jawab dengan okey! Produknya pun bagus! Puas banget! Love AIRO??",3
1038,ahannya bagus. model juga unik. cakep. adminnya sangat ramah serta cepat responnya. terima kasih triple W official ??,2
1039,"Belanja dari Official Store, kondisi barang diterima seperti sampah dan barang rongsokan. Terima kasih.",0
1040,Kayak *** pelayanannya,0
1041,Kapok saya beli kembang api di toko ini bilang nya,1
1042,barang retak malas retur nanti lama lagi anaknya keburu sedih,4
1043,"Packingnya cm kresek krg aman, jd pas dateng peot pdhl buat d jual, haduhh..",4
1044,"pengiriman cepat, packing rapi, kualitas mantap",2
1045,"Buku bagus, baru cek sekilas dalamnya tapi gaada masalah sih keknya. b4 karena detail covernya agak rusak gitu. ya itu aja sih keluhannya",2
1046,bagus sekali kualitas sisirnya!!! tombolnya mudah dipencet sehingga bulu gampang lepas. kucing saya juga suka banget tiap disisir sampe merem melek,3
1047,Proses pengiriman yg sangat lama,1
1048,"Packing bubble OK,, kualitas barang sesuai Harga.. Makasih Gan",2
1049,Ga ada hadiahnya.. :(. Saya baca pembeli lain dari beberapa bulan lalu pun..banyak yang kecewa. Promo hadiah harusnya lebih jelas. Supaya tidak mengecewakan,4
1050,"mantap hijabnyaaa, enaaaaaak dipakai, adeeeeem",3
1051,"jahitan rapi, ukuran dan warna sesuai dgn foto, recomended..",3
1052,bagus.. murah,2
1053,"Penjual responsif, gercep ada spidol ga nyata langsung dikirim. Thank u so muchh",2
1054,"barang tidak sesuai gambar,mengecewakan",4
1055,Barangnya bagus dan original. Packaging juga bagus full dng bubble wrap berlapis dan dilapis dng packing kardus. Barang msh tersegel.,2
1056,"respon seller sangat baik, catnya tidak berbau, warnanya sesuai order cheese cruse. pakingnya sangat baik. semoga pas diaplikasikan tidak mengecewakan hasilnya. gosend nya juga tepat waktu. Terima kasih ????",2
1057,"Satu minggu pesanan gagal pickup terus, penjual tidak ada reaksi sama sekali, setelah komplain ke toped, langsung dikirim, (pesan tgl 28 mei sampai tgl 7 juni) ini tidak tau siapa yg salah, penjual atau kurirnya, merekalah yg tau, isinya banyak yg kurang bahkan ada yg hampir setengah botol. Mengecewakan sekali, padahal sudah orderan yg kesekian kali, kali ini ampun dah, ganti seller yg lain.??????????PENJUAL TIDAK RESPON DENGAN JUALANNYA!!!",0
1058,"Satu pcs dipakai 1 jam panas, satu lagi tidak bisa fast charging. Dibuang ke tong sampah langsung.",4
1059,Pemesanan kedua tapi hasilnya tidak rapi dan mengecewakan. Laminatingnya mengelupas di pinggir2 dan potongannya tidak rapi. Bolongan juga menonjol dan acak2an.,4
1060,sumbu lilin kecil. nyala susah dan api kecil. jelek.,4
1061,"game lancar, kondisi box dan game cartridges mulus, pengiriman super cepat, seller yg super responsive, thanks gan recommended bgt beli game disini",3
1062,Bahannya adem. Warnanya cantik ??. Ukuran sesuai. terimakasih,3
1063,"Jualan kok ngotottt, nggak laku toko nya bang?",0
1064,Produk Original. Efektif menyaring kotoran. Produk berfungsi dengan baik. Barang Sesuai Deskripsi.,2
1065,"repeat order! seller komunikatif, pengiriman cepat, fast response...",2
1066,Barang berfungsi dengan baik. Packaging aman ??.,2
1067,Pesanan sudah diterima dengan baik dan sesuai orderan. Makasih ya...,2
1068,wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,1
1069,Barang tidak sesuai pesanan ... Mohon pendataan barang lebih cermat lagi,1
1070,Pengemasan rapi dan aman...hny pengiriman yg agak lewat krn sdh kemalaman jd tunggu berikutnya baru sampai tks,2
1071,kualitas kurang bagus,4
1072,Jelek. Banyak penyok sana sini. Sangat mengecewakan,4
1073,Pesanan jenis ikan yg dikirim bulet. Hadeuuuh.,0
1074,kardus bekas dijual. itupun masih rusak susu nya,0
1075,Nyaman dipakai yoga ??. Produk sesuai Ekspektasi.,2
1076,"Pelayanannya mantap, dan respon penjual cekatan serta pengirimannya yang singkat. Terimakasihhh atas layanan dan bonus buku Cinta/Pergi",2
1077,"brg tdk saya terima, entah nyasar dimana... kurirnya bloon",0
1078,Alat mudah digunakan Barang sesuai deskripsi Packaging aman dan bagus pokoknya rekomend,3
1079,beli bubble tp gak di kasih bubble biasax gak kecewa kali ini kecewa,4
1080,barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai,2
1081,"Orderan sdh dterima dgn baik, fungsi sangat baik, respon dan pengiriman sangat cepat, terima kasih",2
1082,Cukup baik hanya ukurannya tidak tercantumkan,2
1083,"Memuaskan banget.pembelian ke2 ke korea, beli pertama ke vietnam...selalu puas,lgs konek bgt nyampe tempat tujuan...",2
1084,Build kokoh. Kualitas bahan bagus. Bisa nahan beban HP. Proses pesanan cepat.,2
1085,"Semua kelipet yg pakai mata ayam , print an juga gak rapi , kecewa sih",4
1086,bagus dan cepat,2
1087,"Sudah dua Kali belanja d tolong Billy buat saya kecewa, pengirimannya lama sekali 2-3 Hari. padahal hanya wilayah Jakarta tidak sampai luar Kota. Minta tolong dong pilih kurir yang cepat,",4
1088,barangnya ga rapih..terutama jahitannya dan masih ada benang yg ga beraturan,4
1089,Barang tidak berfungsi. Sangat buruk sekali,4
1090,"satu lobang tali sepatunya besar sekali, seperti lobang di tusuk dua pulpen, sepatunya tidak di cek pada saat mau di kirim.",4
1091,"As always gapernah gagal belanja sini, thanks ggs",3
1092,1 nunchuck nya ga berfungsi..mohon diperhatikan kembli barang yg dikirimkan..agar pelanggan tdk kecewa,4
1093,Bagus banget kabel nya ada rgb nya pengiriman nya juga cepet. Terima kasih banyak.,2
1094,"datang barang bagian samping agak bonyok dan terbuka, pas bongkar beberapa sekat ada yg terkelupas terkena gesekan entah karena apa. ada juga satu sekat yang tidak rapi pada bagian press resin nya. untuk sekat bagian depannya ada yg penyok pada bagian resinnya. semoga kedepannya bisa di check lagi quality controlnya di tingkatkan.",1
1095,"Packing bagus, puass",2
1096,barang cepat panas dan rusak,4
1097,"Stelah pemakaian rutin, kutu anjing makin banyak. Spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini.",4
1098,"kualitas barang dibanding harga nya hanya so so lahh....pelayanan minus -100 sbgmn layaknya kesombongan seorang raja, apalagi pengiriman barang, seenak jidat macam tidak ada lagi produsen consumer goods lain di tata surya ini!!! no wonder nilai / valuasi perusahaan anda sudah turun lebih dari 50% dalam 1 tahun terakhir ini. semoga makin jeblok dan gulung tikar kmdn pulang kampung. SEMOGA!!!",0
1099,"Trm ksh brgnya sdh smp, pengiriman cepat kmrn pesan hari ini sampai, double bubblewrap, penjual responsif dlm QA, kurir oke lah via COD.",2
1100,barang tidak sesuai dengan jumlah pesanan,1
1101,sangat istimewa sekali..,3
1102,Kualitas Product Bagus. Material bagus. Recomended. Harga terjangkau!.,2
1103,"Ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",0
1104,"dikasi bonus gratisan hair mask serie expert, tapi uda expire barangnya, pas dipake bikin kepala ketombean.. kl ga niat ngasih gratisan, mending ga usah sih drpd bikin rusak rambut orang",1
1105,"barang bagus ,motif nya jg cantik. respond penjual cepat",2
1106,pelayanannya oke,2
1107,"pelayanan nya TOP , after sales service bagus ????????",3
1108,Pelayanan cepat dan memuaskan,2
1109,"Produk memang sesuai deskripsi penjual. Harga jg terjangkau. Pengiriman pun cepat. Tapi kualitas produknya berbeda dgn original/bawaan spt tingkat presisi antar bagian maupun finishing nya. Agak keras diputar2 utk setting. Bautnya pun yg panjang,padahal original nya yg panjang hanya utk kamera saja,sehingga menjadi pemberat di helm.",1
1110,Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto.,2
1111,Cupang tidak sesuai gambar,4
1112,"Puas banget.. Dengan harga segini worth it banget sih. Respon penjual juga baik. Order pagi, siang udh sampe pake kurir instan. Recommended! ????????????",3
1113,Mantul langsung nempel,3
1114,barang rusak kok dikirim,0
1115,Mantap respon cepat bgt... lebih cepat dari estimasinya,2
1116,Palsu tapi bisa dipakai dan harga terjangkau ????,2
1117,"ga ngerti konsepnya gimana, pas dibuka pensilnya langsung patah gini hadeh",0
1118,maaf saya kasih bintang 1 katanya barang udha dicek. aktual sampe saya rusak??,4
1119,"barang yang di gambar itu sudah saya bereskan ulang . lem balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .",4
1120,"Pengiriman lama banget...oder hr minggu baru dikirim kamis, setiap ditanya jawabnya masih proses...barang dikirim salah size dan warna..order 34�, merah yg dikirim 32�, hitam...parah koordinasi nya",0
1121,"Tidak licin. Pembelian ke sekian. Bagus, warna sesuai gambar.",2
1122,"Barang sdh dtg packing rapih, tapi LED nya tdk nyala. Brg dtg ketika sy lg travelling pas di coba LED tdk nyala dan di hubungi tokonya tdk mau bertanggung jawab krn status order telah selesai. Selayaknya brg di test dahulu sebelum dikirim ke pembeli utk memastikan semua berfungsi!",0
1123,barang error 1,4
1124,Warna yg dipilih kuning knp dikasih yg hijau?,0
1125,sprti barang bekas,0
1126,"Yeay dapet harga diskon, beli 2 box, sampai tepat waktu. Terima kasih",2
1127,"yg sebelah cuma hidup sebentar, trs mati. dan terasa panas kaya ada yg konslet",1
1128,sama sekali gk bisa dpake asli nyesel,1
1129,"mati sebelah , kecewa pedahal udah kek percaya",4
1130,"Saya order hitam (4 pcs) dan abu-abu (2pcs). Yang datang justru sebaliknya, hitam (2pcs) dan abu-abu (4pcs)",4
