,text,label
611,barang jelek baru juga mau di pake udah gosong segel udh kebuka,Anger
612,pakingnya kurang aman di pakein dus tipis doang pdahal elektronik dg barang riskan pecah kalo di tumpuk brng lain,Sadness
613,Istimewa Akurat dan dicetak dengan sempurna,Happy
614,Pesan dikasih AR colouring book nya cuma dan lg diganti ludo pengemasan paket sangat buruk hadiahnya di,Sadness
615,Pesan lain warna dikirim Warna yg sama Kecewa seh tp ya sdhlah,Sadness
616,tidak sesuai pesanan barang yg kirim kurang penjual asal paking saja tidak teliti,Anger
617,elemen tidak menggandakan pembungkusnya dalam penyalut plastik atau balon sehingga dihancurkan saat menerimanya adalah keberuntungan,Fear
618,Beli buah warna pink dikirimnya ungu Tidak ada konfirmasi sebelumnya dan ketika saya ty di DM pun tidak dibalas Ada gantungan masker yg putus juga tapi seller sama sekali tidak membalas DM saya ketika ditanya mengenai ini,Sadness
619,TOKO PENIPU TIPU HARGA TIPU MERK SEMOGA DAPAT KARMANYA AMIN,Anger
620,udah ngikutin prosedur penggunaannya lemnya nggak bisa sama masa pupus di lem udah kering udah dikasih lakban kaya prosedur sandal yang dilem bisa ditarik menjengkelkan,Anger
621,Di aplikasinya gak bisa kelihatan kalo pintu lagi ke buka atau automationnya lumayan lengkapnlah,Happy
622,Official store aja spt ini gmn klo beli di toko lain Udh smp taun baru ga ada penyelesaian dr pembelian awal Desember sy udh ingatkan pdhl pastikan brg bgs pas sampai besoknya lgsg sy keluhkan tutupnya ga bs dipasang tgl toko menyatakan bersedia kirim tutup yg baru semua ada buktinya di chat saya tp bukan main ga menawarkan solusi nyata Saya beli pan ini krn butuh yg ada tutup kacanya malah dikirim tutup yg ga bs dipasang Brand dan pelayanan kualitas rendah pengalaman yg sangat mengecewakan Mengirim barang ga berfungsi namanya penipuan Ga akan beli carote lg ga akan saya rekomendasi,Fear
623,beli hendak di telepon dengan toko ternyata muatan tidak jadi penyerahan murah,Anger
624,Sangat kecewa dengan barang yg di terima segel Samsung sudah terbuka katanya dari sananya di dlm plasti segel ada kartu byu sudah di buka segel pelaatiknya yg makin parah layar banyak sidik jari tertinggal baru buka curiga curang tokonya barang mukin di sama yg kw seperti Kepala carger kabel dll di toko ini harus lebih waspada dan di tanya detail kedua penjelasan juga gak bisa selalu bilang gak tau Kaka dari sana dari sana kalo dari Samsung asli sesuai pembicaraan buat apa Samsung buat segel bahkan ada tulisan jangan terima segel rusak kurang baik pokonya toko ini ngerasa barang bekas,Sadness
625,Lingkaran besi yang dipindai tidak ada dan satu ujung tidak dapat diputar,Fear
626,pengiriman dan baramg sesuai yg diharapkan,Happy
627,Item kemasan asli sangat bagus dan penjual yang sangat cepat adalah respons yang sangat cepat,Love
628,jilbabya lecek dan banyak benang jahitan,Anger
629,kecepatan pengiriman baik packing rapi pesanan sesuai tx seller,Happy
630,prod dikirim dgn dilipat tdk digulung padahal utk background foto jadinya ada bekas lipatan permananen,Sadness
631,Mainannya sangat bagus,Love
632,pelayanan top beli maling slalu ke toko best seller,Happy
633,Barangnya original Ada garansi resmi Kemasan disegel Spesifikasi sesuai Barangnya mulus Kelengkapan sesuai Warna sesuai pesanan Berfungsi dengan baik Penjualnya ramah banget Proses pesanan cepat Packaging aman Packaging rapi,Happy
634,Bahan dan konstruksi tidak cukup kuat untuk rusak,Fear
635,tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto Saya beli tetapi lampu Mati satu dan tidak lengkap,Fear
636,karungnya super tipis tidak sesuai di gambar,Anger
637,barang dah lama benyek benyek ada kerusakan ga diganti pengemasan susut asan menjadi pelajaran,Sadness
638,Pesan barang tapi pas promo tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale GAJELAS SALE NYA Nipu bgt itu sale padahal official store,Anger
639,Mereka yang membeli junior wisfas mencium bau kucing truk atau tidak untuk ketagihan,Anger
640,Sedikit kecewa karena packingan kardus berbyr ternyata hanya kardus tdk ada tambahan pelindung apapun shg pesanan sy penyok juga gmana klo tdk pki kardus berbyr mgkn pesanan sy tdk terbks sama sekali rusak total,Sadness
641,bukan soal uangnya tapi soal ke amanahannya kirim barang ada yg nggak dikirim tidak lengkap bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali alasan minta pesanan dan resi sudah dikasih tetep aja alesan belibet salah sendiri kirim brg ngga lengkap sangat nggak rekomended,Fear
642,"Saya tidak merekomendasikan produknya, itu normal, tetapi berkemas, hanya amplop undangan putih, dibungkus plastik",Fear
643,mantap barangnya sesuai bagus makasih min,Love
644,lilin yang baik mengatakan bahwa kaum lelaki ini adalah lilin emir,Love
645,cepat sekali pengirimannya sudah di coba produk sesuai deskripsi praktis dibawa skrg sudh gk lagi layar hp yg kotor dan brminyak,Happy
646,Gak bener nih harusnya yang dateng tuh meja utuh malah gak terpasang dan kecil banget mau dilem ngaco nih,Anger
647,Pengiriman yang efektif akan menjadi langganan,Love
648,gak ngerti model kardusnya kyk apa ada tanduknya tp kotaknya gak disesuaikan kardusnya sampai bolong tanduknya patah pdhl bubble warpnya udh bnyk bngt jd kardus kemasannya yg gak diperuntukan utk barangnya better dikeluarkan packing kardus ulang biar aman,Fear
649,barang ga pernah sampe katanya dikirim nyusul tapi ditanya resi ga,Fear
650,Barang nya bagus sesuai dengan gambar dan tajam juga Semoga awet deh pisau nya,Happy
651,Terimakasih paketnya sudah saya terima sukses terus ya,Happy
652,saya moral yg konstruksi ikan dikirim yg donat kucing pada mencret,Fear
653,Permintaan pengepakan yang buruk dengan kotak bra dada yang rusak,Anger
654,selang nya bolong ada titik harusnya sebelum kirim di cek dulu,Fear
655,bagus barang sampai cepat,Happy
656,barang tidak bagus murahan,Anger
657,Cukup baik hanya ukurannya tidak tercantumkan,Happy
658,beli kemasan baru di kirim kemasan lama bintang kon tl,Anger
659,mantabbbb bagasi bagak dan berkuslitass topp dahhh,Love
660,pesan dikirim ga bisa komplain karena ga ada video sudah dikirim foto tetap gabisa respon lama baru sehari setelahnya minta ga waktu hari pas komplain minta nomor resi silahkan ambil nya,Sadness
661,beda yg dipesen sama yg datang,Fear
662,mantap terima kasih seller order kemarin sore jam sudah tiba k daerah garut barang sesuai deskripsi,Happy
663,Barang tidak ada dalam kemasan,Anger
664,tidak berfungsi tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa,Sadness
665,"Tidak mendapatkan masalah seperti info dan tidak ada konfirmasi yang terkait dengan ini, saya telah membeli beberapa kali sesuai dengan waktu ini tidak menurut toko resmi eCommerce Bad lain sangat buruk",Fear
666,"Tidak ada lapisan pelindung sama sekali apakah itu kotak plastik atau pembungkus yang diterima dalam keadaan bucket lepuh, banyak lepuh yang sangat panjang dari hari Minggu hingga Rabu meskipun masih sama dengan Jakarta meskipun membelinya di toko resmi resmi adalah Lebih baik membeli di toko biasa sebelum saya sebelum membeli toko biasa untuk hari hadiah sampai harganya lebih murah, pengepakan yang bagus ini adalah toko resmi, yang sebenarnya dihancurkan untuk hadiah, hanya menutup toko",Anger
667,Berfungsi dengan baik,Happy
668,parahhhhh kecewa bgt bilang bahan yg tebel tpi datang tipis murahan mana pesanan di kali nilainya hasilnya jelek bgtttt jgn mau pesen di toko ini parah bgtttttttttttttttttttttttttttttttttt,Sadness
669,gk di kasih ini padahal sya sudah beli,Fear
670,cepet bgt pengiriman ny cma shari nyampee masker ny enak bgt pake jerawat ku g muncul lgiNyaman di kulit Proses pesanan cepat,Love
671,ngirim keluar daerah jangan pake kurir anteraja bosku ke dia gk masuk karna gk punya cabang didaerah,Fear
672,packing nya rapi brg pesanan dlm keadaan baik,Happy
673,bawaan tidak sebanding dengan pengiriman yang diminta emas pindah pindah mengirim merek putih dan lainnya,Anger
674,Pesen putih yg sampai hitam Giliran sy mau balikin boleh sih ditukar sm yg putih tapi ongkir mereka gak mau tanggung Sama jg boong Padahal mereka blg kesalahan mmg pada mereka,Anger
675,"Selalu berlangganan untuk membeli simcard dan jr pass di sini, layanan ini sangat baik untuk mengobrol dengan respons dan pengiriman sangat cepat ketika saya meminta untuk menjadi sangat puas dan akan tetap berlangganan untuk berterima kasih",Love
676,untuk yng beli aparatus ini saya baru pake bandar dan besiny copot dari base nya seller tidak memberikan solusi padahal saya meminta replacement dan bukan refund saya sarankan untuk membeli merek lain dripda membeli brang defect dari toko ini,Fear
677,mantap proses pengemasan dan pengirimannya cepat produknya juga nyaman bahannya,Happy
678,sangat terlalu lambat kualitas lem sama seperti aibon,Anger
679,repon dan pengiriman lambat di luar estimasi,Sadness
680,woooowww kereenn langsung dipakai untuk anabul bulunya langsung bersih dan bagus packingnya sangat bagus dan aman terima kasih,Love
681,Barang yg saya pesan tidak sesuai pesanan Udah komunikasi via chat untuk minta tukar dan minta tolong direspon ke tokopedia care tapi ga ada balesan sama sekali Pertama kali saya ngalamin kyk begini selama belanja di toped,Fear
682,secara overall ok terlalu,Love
683,Produk sesuai respon cepat pengiriman cepat,Happy
684,itemnya sangat produktif saya asa ini berlangsung jika saya tahan lama saya akan membelinya lagi di sini,Love
685,barangnya sampai dgn selamat bonus pic pengirimannya aman capo plastik motif kayu bantalannya karet semoga awet,Happy
686,proses kirim vouchernya cpt cm blm check sih semoga ga ada masalah sampai hari harganya ok banget dbanding agent sejenis dan sellernya responsif suka jadinya,Love
687,"Tanyakan putih ke periode hitam yang ingin saya ulangi dapat ditukar dengan smal putih, tetapi pesan surat mereka tidak ingin menanggung boong yang sama meskipun mereka tidak membanjiri mereka",Anger
688,mmaaaanncccllaaappp,Love
689,sellernya aneh jawabnya apa yg dilakuin apa ga singkron ribet,Anger
690,pengiriman cepat buku sampai dengan selamat keadaan buku baik baik saja buku tidak ada cacat dan kekurangan,Happy
691,Nyaman banget dipakai Kualitas bahan bagus Tetap bisa gerak maksimal,Happy
692,Barangnya bagus dan terlihat mewah Designya juga keren Pengiriman cepat dan di bungkus dengan rapi,Happy
693,pengiriman nya cepet tapi packing nya gak aman banget soalnya cuman dipacking sama plastik tanpa bubble wrap maupun kardus tapi bagus sih ini juga dapet gratis dari Tokopedia terimakasih tokopedia,Happy
694,bagus lah ini tombol nya anti sendiri karna kalau mau pause play mesti Double tap beda sama yg atau merk n bahan bagus Harganya bersaing Packing Bagus kelengkapan sesuai,Happy
695,Cantik Banget,Love
696,Baterainya yang saya dapet rusak pantes pas di charge ga penuh penuh pas dicoba ternyata gabisa Fisik baterainya juga agak kembung,Sadness
697,Kualitas sangat bagus sekali sama seperti di foto Pengiriman juga sangat cepat Mantap lah pokoknya,Love
698,ga selevel warna orderan,Fear
699,nggak recomended saya sdh tes wtnya katany jarak ini meter saja sdh gangguan,Fear
700,kualitas barang sesuai harga bahan lumayan halus tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci pengiriman cepat,Happy
701,ukurannya gak sesuai deskripsi gk ada dan juga gk parah sih beli produk berbesa tapi gk rata semua potongannya,Fear
702,Barang yang dipesan sesuai datang dengan selamat,Happy
703,"MotifSuuu bagus, pengiriman dengan baik",Love
704,seluruh barang diterima dalam keadaan baik dan sesuai deskripsi terima kasih,Happy
705,tolong di cek dulu sebelum kirim power yg satu keluar asap untung ganti kapasitor sendiri bisa,Fear
706,"Obrolan harus digunakan sebagai mengkonfirmasi elemen warna, dll.",Fear
707,telah diterima sekarang ada penghinaan sehingga tidak mulus mengesankan seperti mantan ketara tapi sudah berterima bagi,Sadness
708,sangat amazing cool A F barang cepat sampee luar biasa,Happy
709,Pelanggan,Love
710,bahannya bagus seler ramah,Happy
711,Dengan kekecewaan kualitasnya,Sadness
712,ga sesuai pesan adult dikirim kitten kaleng pd penyok diretur mahalan ongkirnya,Fear
713,sayang sekali bahwa itu tidak dapat ditukar dengan ritsleting yang jebol kualitas negatif izin saya kecewa,Sadness
714,mantabbbb secara default dan dahhh topp,Love
715,jangan tergiur dengan promo saya beli cpt habis dan ngecas powerbank nya lama,Fear
716,ini bukan kaos anggota tidak ada tumitnya sekali pakai abadi a awet melar,Sadness
717,Tq paket na sudah sampe smoga soho promo ya,Happy
718,AIRO ini punya customer service yang super duper bagus kapanpun saya punya pertanyaan mereka selalu jawab dengan okey Produknya pun bagus Puas banget Love AIRO,Love
719,mantappppp recommended keyboard mousenya,Love
720,mantab dikardusin dan di babblewrap lg murah lg,Love
721,game lancar kondisi box dan game cartridges mulus pengiriman super cepat seller yg super responsive thanks gan recommended bgt beli game disini,Love
722,barang sesuai deskripsi pengiriman cepat,Love
723,muatan yg dikirim tidak sesuai pesanan keliru warna harap bisa lebih teliti lg dan merespon komplain dgn lebih tanggap,Fear
724,Barangnya yg dikirim tidak sesuai dg pesanan saya pesan tas stitch dan pink minnie tp yg dikirim tas minion kedua duanya,Fear
725,Dari lampu pada satu -satunya lampu yang sudah dikeringkan sebelum dipasang sebelumnya,Sadness
726,recomended pelayanan mengganjar respon transmisi cepat,Love
727,Barang rusak setelah seminggu Respon penjual buruk Katanya garansi chat saja tidak dibalas Garansi bohong Pikir LG deh klo mau beli disini,Fear
728,"Buku itu bahkan di Makassar rusak, dan akhirnya hanya mengosongkan, saya tidak tahu bagaimana mengisi pengepakan, dan kurir itu menjadi masalah.",Fear
729,sesuai harga,Happy
730,Order yg ko sy sangat kecewa bungkus sudah pecah kopi berhamburan k Gak tau ini kesalahan dr selese seler atau kurir,Anger
731,semua mengecewakan,Sadness
732,beli bubble tp gak di kasih bubble biasax gak kecewa kali ini kecewa,Sadness
733,"Barang -barang besar telah mencapai harga yang sangat ekonomi, tetapi kualitas barangnya bukanlah penjual yang ekonomis",Love
734,ini pembelian ke tidak mengecewakan belum di unboxing makasih banget bang next order lagi,Love
735,Seperti biasa pengiriman Dan pelayanan LAMA Pdhl officiall store,Anger
736,Suka bahannya modelnya harganya pun terjangkau,Happy
737,Jujur awalnya sih kawatir dikarenakan baru pertama kali membeli emas lewat online Alhamdulilah ternyata penjualnya Jujur dan Amanah bakalan jadi langganan terus nih aku Terima kasih,Love
738,Mantap sesuai ekspetasi proses cepat sipp lahhhhhhhhhhhhhhhhhhhhhh,Love
739,mantan kardus dan bubblewrap murah lagi,Love
740,barang rusak di kirim,Fear
741,Anda tidak suka bau karet yang sangat kuat,Fear
742,"Tanyakan Kuning dan Emas, Emas Buruk untuk Penjual",Anger
743,terbaik lah pokoknya packing lakban doang rapih banget keren lakbannya juga rekat banget,Love
744,Mantapp mengepak respons yang rapi dan cepat direkomendasikan,Love
745,ga dikirim berat,Anger
746,"Dia diadili dan tidak berpengaruh sama sekali pada proses pengiriman dari penjual, terima kasih dengan cepat",Sadness
747,bagian magnet perekat tidak melekat dengan ahsan jadinya ketika ditempel dengan lampunya jatuh cukup kecewa karena bagian magnet dengan wadahnya ga melekat bagas jdnya buat rusak lampu kalau jatuh kelantai,Sadness
748,Bagaimana Anda ingin menggunakan toko ini di toko saya ingin mati,Fear
749,Seharusnya chat dijadikan makesure barang warna dll jgn kaku kaku bgt jadi roko,Fear
750,Sesuai deskripsi dan pesanan Terimakasih,Happy
751,"Wow, saya menggunakan hari berikutnya, hari berikutnya, waktunya lama, dan tanggapannya adalah kerugian, saya tidak tahu, saya tidak memilih",Fear
752,Harga affordable respon seller cepat langsung kirim Warna sesuai dan cat ga ngapur Mantab,Happy
753,pesanan sesuai deskripsi pengiriman cepat,Happy
754,barangnya sudah sampai cepet banget recommended lah tengkyuuu,Love
755,ada wrna yg salah jdi kecewa deh,Sadness
756,Pemesanan kedua tapi hasilnya tidak rapi dan mengecewakan Laminatingnya mengelupas di dan potongannya tidak rapi Bolongan juga menonjol dan,Sadness
757,Tidak sesuai dengan harga bukan kualitas nol,Anger
758,Elemen sampai kondisinya dihancurkan oleh kemasan eksternal tidak robek,Anger
759,Tidak Recomend seller dan Hati kalau berbelanja di seller ini karena seller nya tidak bertanggung jawab,Fear
760,gimana bisa miring begitu plus udh di alamat kirim kantor tutup jam terus libur akhir tahun udh ditanya udh konfirmasi katanya bisa sblm jam sampe pake sameday ini nyampe nya jam malem gw nungguin di warkop depan kantor yg udh gelap tolonglah kalo udh di notice gitu pilih sameday jgn pake anteraja yg transit sana transit sini kalo emg ga bisa ga usah diiyakan pas nanya jam sampe apa enggak kecewa,Fear
761,Banyak topeng longgar,Fear
762,Bagus banget sisirnya awet,Love
763,buruk super duper buruk kok bisa rusakk dlm nya ini pasti di sama JNE heran udah di bilang pake YESS YESS malah REG sedia yess dong tokopedia heran saya,Anger
764,kecewa si packing nya ga molek ga di beri bubble wrap juga padahal sudah di tulis di note pemesanan,Sadness
765,salah kirim barang dan sudah dibantu bisa retur namun setelah retur ternyata barang yg dikirim susut retak bobot dalam eye shadow nya ini menunggu utk retur kembali semoga dapat dibantu utk bisa retur kembali,Fear
766,Sedikit kecewa produk tidak cocok dengan deskripsi tertulis dari bahan aluminium yang diterima oleh materi plastik yang semuanya tertarik untuk membeli karena dalam deskripsi tertulis dari aluminium,Sadness
767,barang tidak ada komplain tidak direspon pelajaran buat yg beli disini cek saat datang,Fear
768,"Pesan putih ke hitam, giliran saya untuk kembali dapat dipertukarkan dengan smal putih tetapi ongkos kirim mereka tidak ingin menanggung sama dengan boong meskipun mereka tidak disalahartikan untuk mereka",Anger
769,Penjual ramah secara tertib sesuai dengan urutan pengepakan pengemasan meskipun pesanan,Love
770,wadah itu hanya penutup yang jelek,Anger
771,Repurchase warna yg beda Toko fast respond dan sesuai review sebelumnya bahwa item sesuai dan bahan bagus lgsg menyerap ke bahan canvas Sukses selalu,Love
772,Tutup retak sehingga saat diterima sudah lepas dari markernya Marker jadi kering Kecewa banget,Sadness
773,"Barang tidak dikirim, diberi tanda terima kosong",Fear
774,Perintah apa yang dikirim,Anger
775,bola yang sangat cantik sangat cantik dan tidak ada yang baik untuk disukai famili saya,Love
776,packing rapi respon cepatt,Happy
777,Produk ini tidak cocok dengan deskripsi penjual juga dikirim salah dan tidak ada solusi meskipun instruksi telah ditulis dalam deskripsi,Fear
778,SALAH ALAMAT Sudah saya kirim chat bahwa minta dicancel utk pesanan tsb krn sy salah masukin alamat Menit berikutnya langsung saya pesan ulang ke alamat yg betul Bukannya dibaca dulu chatnya malah langsung diproses DASAR GAK BECUS Ifillll dan gak akan pesan di toko ini lagi,Anger
779,Sayang sekali itu tidak dapat dipertukarkan dengan kualitas negatif yang rusak minta maaf. Saya kecewa,Sadness
780,"Daerahnya dingin, ini adalah masalah yang jelas bahwa gritongan hahaaaa",Anger
781,cukup pesan lupa cantumkan warna lgs chat ke penjual nya request warna seblm di kirim chat cuma di mengindra ga di respon kirim ikan nya warna putih polos kecewa belanja disini udah mahal malah kirim yg jarang org mau kecewa,Sadness
782,gajelas,Anger
783,Ahh selalu memuaskan belanja disini,Love
784,waw murah bangetttt packingnya rapih produknya bagus keren mantap sangat uhuuy pisan deh pokoknya hehehehehe,Love
785,KURIR JNE,Anger
786,Item tidak cocok dengan legging juga,Fear
787,Terlepas dari apapun alasan seller katanya barang sudah keluar kasir atau apalah udah dikirim katanya ternyata baru dikirim setelah hari transaksi dilakukan cukup kecewa dengan pelayanan yg sprti itu karena saya butuh untuk tugas kampus,Sadness
788,mantaapp,Love
789,Respon seller tepat waktu barang sesuai pesanan,Happy
790,Barang berfungsi dengan baik Packaging aman Barang Mudah Digunakan,Happy
791,Touch screen lancar Layar sensitif Respon penjualnya top,Happy
792,BANYAKK RUSAKK DAN LECET NYAAAA,Anger
793,pia nya sudah sampai kak tp pas di buka pada hancur smua padahal sudah di bubble wrap,Sadness
794,Sudah sesuai dengan pesanan,Happy
795,barang bosok sekali Pake rusak mau claim dijawab berbelit ama adminnya,Anger
796,"Prinsip harga tampaknya berlaku saat ini sesuai dengan kualitas waktu pemeriksaan awal, karena itu adalah perasaan yang buruk karena ada bantal yang diluncurkan dan kemudian kolom dukungan pusat tidak dapat diatur untuk tiang yang menghubungkannya. Cobalah untuk menggunakannya masih dalam penggunaannya, ada sedikit harapan tetapi belum lama ini untuk mendukung kacang untuk mendukung ponsel selama proses menginstal ponsel sehingga tidak dapat sepenuhnya digunakan, ya, cukup masukkan amal toko untuk komentar karena tidak berkomunikasi lebih banyak",Fear
797,ga dikirim payah,Anger
798,"Hari Baru Suatu hari baru sampai perbaikan default terpanjang di Tokopedia, saya telah merobek sampul yang sesuai, terima kasih kepada DSini",Anger
799,MANTAPPPPP,Love
800,Beli di toko resmi di bulan Feb Feb hingga siang hari sangat cepat benar -benar benar -benar cussons bisa mendapatkan harga penjualan flash sangat murah,Love
801,Tidak sesuai dengan pesanan tidak dilaminasi namun sudah di refund hanya biasa laminasi,Sadness
802,Best bgt sih ini fast respon best price prosesnya cepet bgt satu lagi helpfull dibantuin ganti tgl karena di tgl pas booking mendadak ada halangan kirain bakal hangus tiketnya gak taunya dibantu proses reschedulenya pokoknya best bgt bakal jadi langganan,Love
803,barang original pengiriman sesuai estimasi sukses terus gan,Happy
804,"tidak sesuai dengan harga, bukan kualitas nol",Anger
805,Tulisannya seperti copian atau cetak ulang,Fear
806,kecewa betul barang rusak di jual lain anak air kalo jual barang yang jujur jgn barang rusak yang di jual ya,Anger
807,barang cepat sampe penjual fast respond cuma dpt produk yg covernya agak lecek,Happy
808,Sangat puas sdh belanja disini pelayanannya ramah dan pengiriman super rapih dan cepat,Happy
809,tolong di perhatikan bagian karet nya ini kebalik karetnya ga sm lurus jahit nya malah dkirimin brg reject,Sadness
810,Pengepakan adalah yang sangat netuskan,Love
811,barang ORI pengiriman cepat sippp,Happy
812,harmoni,Anger
813,Ngerakit nya gampang Alhamdulillah cakeb Produk Sesuai Tq seller tq tokped,Love
814,udah pembelian ke awet dan tahan lama gak gampang rusak paling beli lagi karena ilang ato dipinjem gak dibalikin,Love
815,sudah saya terima barangnya gan makasi,Happy
816,Pesen warna merah yg dateng warna hitam Padahal udaj konfirmasi di chat,Sadness
817,"Benar -benar kecewa ketika segel plastik datang, dan tidak ada banyak semut. Meskipun penjualan mungkin setidaknya kesalahan, Anda dapat meminta maaf atau Anda khawatir, tetapi penjual seperti itu tidak peduli dengan kegilaan yang sangat besar. Terakhir kali Anda ingin melakukan tokonya",Sadness
818,"Warna lucu direkomendasikan untuk murah tapi tidak murah, bersama dengan aturannya lagi",Love
819,Lebih kecil tidak memuat di mesin cuci electrolux terlalu banyak bahan tahan air yang baik,Fear
820,Jumlahnya tidak sesuai dgn promonya Setelah sy terima dibuka jumlahnya hanya yg seharusnya,Fear
821,Awet banget ni strap nya enak juga tebel jadi ga takut putus,Happy
822,Semoga lancar yah langganannnnn,Love
823,Responnya sangat lambat padahal udah request untuk kirim pagi tapi justru sampai siang blm juga dikirim Lain kali tolong diperhatikan lagi,Fear
824,raknya pecah packingnya gak ada pengamanan,Sadness
825,Kue ini bertanggung jawab atas kue asam terlalu lama untuk mengeluh kepada penjual mengatakan itu bisa dikonsumsi dan tidak dimakan setengah jawaban,Fear
826,bahan Oke packing Rapi dan cepat sampai,Happy
827,Produknya bagus dan berfungsi dengan baik,Happy
828,pengriman lama bukan dr kurirnya tp sellernya yg lemot krim ke ekspedisi nya dn bagasi juga kurang,Anger
829,Kali kesekian waktu membeli di sini sangat bagus,Love
830,barang sesuai keinginan pengiriman cepat,Happy
831,Sangat buruk karena pengirimannya tidak lengkap,Anger
832,ada beberapa yang jahitan tidak rapih,Sadness
833,Rugi sudah bayar instant delivery yg mahal tapi ternyata order tidak dicek dan tidak lengkap Pesanan yg seharusnya praktis dan cepat tuntas menjadi krn harus kirim ulang Sangat kecewa belanja mahal disini,Sadness
834,admin respon cpt dan ramah barang cpt sampe sampe dgn cara install lengkap dijelasin sisanya sangat membantu dan baik adminnya rekomended bgt next pasti disini lg puas bgt,Love
835,Celana ukuran tidak akurat,Sadness
836,rendangnya lembut n transportasi bangat rekomended deh,Love
837,Penjual ramah secara terorganisir sesuai dengan urutan mobilisasi pengemasan meskipun ada pengaturan,Love
838,Alat bagus tapi gak bisa dipakai lama Dipakai kurang dari menit udah overload dan harus nunggu jadinya memakan waktu yg lama sekali,Sadness
839,jangan mau beli gaada efeknya sama sekali ada efeknya pas basah doang jadi item kalo udah kering sama ajeee sarung tangannya juga bekas,Fear
840,disuru pilih aromanya tapi yg dikirim gak sesuai coba donk klo dagang online yg sesuai pembeli pembeli adalah raja belinya pake uang kok tdk minta,Anger
841,sdh sering belanja disini SMG terkumpul terus dah aamiin,Love
842,Lama pengirimannya,Fear
843,buset di kasih merk ares di pake di pod kuy hari langsung bau gosong perdana kecewa belanja di toko ini,Sadness
844,Item kemasan asli sangat bagus dan penjual yang sangat cepat adalah respons yang sangat cepat,Love
845,layanan ini tidak juga karena saya menggunakan pelawatan gojik tetap dari pagi hari,Anger
846,Namun saya suka sabun ini,Love
847,Mati di samping kekecewaan karena saya benar -benar percaya padanya,Sadness
848,parah amat kirimnya baju bekas klo mau jualan yg bener bu,Anger
849,Barang sudah di trima dgn baik dan rapi suara nya oke Thanks,Happy
850,pesanan dah sampai Barangnya original Barangnya mulus Warna sesuai pesanan Proses pesanan cepat Packaging rapi Packaging aman Bisa fast charging kurir juga cepat trims ya,Happy
851,Pampers nya yaampun di packing sampe kebuka danpampersnya pun sobek jujur kecewa banget,Sadness
852,Elemen yang indah,Love
853,Pesen warna hitam yang datang gold padahal sudah konfirm wa Barang datang ada peyok kiri dan kanan Kecewa,Sadness
854,Baunya membuat Anda merasa kesal dan pusing,Sadness
855,mantab minnn pengiriman jam sore masih di gasss,Love
856,Sangat mengecewakan barang yg dikirim tidak sesuai konfirmasi sampai harus kali saya harus nanggung X ongkos kirim SANGAT MENGECEWAKAN,Anger
857,Fokus pada mantabh elegan dan memuaskan,Love
858,mantaaaaaaaaapppppp pelayanan cepat pengirimannya top markotop bintang recommended pagi order malam udah nyampe luar biasa,Love
859,tidak mengirim lilin meskipun saya telah membelinya,Fear
860,Alamak tidak rapi dalam bungkus plastik putih transparan dalam bungkus plastik hitam begitu rapi,Anger
861,jelek jelek jelek jelek jelek kopi tetap kopi,Sadness
862,Jam sulit untuk memberikan sinyal untuk ingin menggunakan kartu apa pun yang masih ada sinyal lemah yang buruk,Anger
863,mobilnya bagus bgt pengiriman super cepat harga terjangkau,Love
864,Alat tidak berfungsi sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas,Anger
865,Barang Sesuai Deskripsi Produk Original Warna awet Packaging Bagus,Happy
866,"Menjual Kenapa Toko Bukan Toko, Bro",Anger
867,bakal langganan packing amaannnnnnn,Love
868,Bagus alatnya dan bagus service nya cepat nyampe barangnya,Happy
869,Barangnya original Hemat listrik Bahan kuat awet Mutu terjamin SNI Penjualnya ramah banget Packaging aman Proses pesanan cepat Gampang dipakai,Happy
870,mantap dapet harga yg miring pengiriman sehari kemudian lgsg sampee packing aman dan rapih expired juga masih makasihhh,Happy
871,Ga teliti membaca requestku minta nya LEMON knp yg dikirim summer linen,Anger
872,buahnya bagus kurirnya ok sellernya juga ok,Happy
873,"Lucu, warnanya direkomendasikan harga murah tetapi tidak murah berikutnya akan memesan lagi",Love
874,Ramah pelayanan cepat packaging rapih dan aman pesanan pun sesuai dengan catatan Terbaik request pake kertas kado dan kartu ucapan pun free charge Belum pernah failed sih beli disini,Happy
875,kualitas barangnya mengecewakan,Sadness
876,produk sesuai foto console yg dipakaikan hardcase pas masuk ke dalam pouch packing aman pengiriman cepat terima kasih,Happy
877,Barang yang dikirim tidak sesuai dengan model,Anger
878,"Beli di toko resmi pada bulan Februari, yaitu Februari sampai hari itu menjadi sangat cepat, banyak, sungguh, Cussons bisa mendapatkan harga arang sehingga murah",Love
879,Gokil Harga murah kualitas oke punya,Happy
880,tidak dikirim dengan buruk,Anger
881,baru dipake beberapa hari udah rusak aja,Fear
882,Lilin yang baik mengatakan bahwa saudara lelaki ini adalah lilin sultan,Love
883,bagusssss bangeeettttt,Love
