Unnamed: 0,text,label
2676,barang nya salah krim kampas rem kasih oli gear hadeh kecewa,Sadness
2677,dapet bolong pelayanan gak ramah udh tau salah gak maaf pesen yg smpe kirim bsk dgn alesan ngbodohin customer pdhl beli dsni udh tp kali pembelian ngaret klo salah ya maaf boong paket jg kirim berantakan masukin sombong udh bnyk yg beli inget customer,Anger
2678,palsu dipakai harga terjangkau,Happy
2679,pejabat menautkan jawabannya,Anger
2680,ok buku sesuai pesanan,Happy
2681,kecewa membayar lgsg agustus september beban menerima keluhan minggu tanggal permintaan sabar batasan menyelesaikannya,Anger
2682,kali belanja mengecewakan pelayanan produk packaging nya barang sesuai request original packaging nya bagus bubble wrap tebal dilapisi kardus aman deh pengiriman,Happy
2683,jujur kecewa pengiriman terlambat lampu led kualitasnya buruk pakai menit langsung mati terpakai akrilik hitam dijanjikan harga it negative negative deal afterall,Fear
2684,plastik yah harga kualitas,Sadness
2685,bahannya persis kayak sarung motor pengiriman cepat ya lumayan harga segini,Happy
2686,kapok belanja kelewat transportasi nya,Fear
2687,beli nge packnya g kenceng sobek berceceran dijalan beli rusak yg sobek isinya tumpah yg pack sampe k dah tinggal driver yg bawa jg g bawanya klw nge packnya kuat g kejadian beli g,Fear
2688,kualitas peti kemas bagus transmisi,Sadness
2689,makasih barang aman tujuan,Happy
2690,penjual direkomendasikan memesan itikad tanggung seller tolong,Fear
2691,pake dah ga pdhal sdh charge penuh baterenya kecewa x not recommended seller barang refurbish kualitas jelek,Sadness
2692,barang sampe sobek gw kasih barang rijek kacau ni seller,Anger
2693,packing oke bgt gak plastik doang tp buble dus cokpat kasetnya oke tp sayang gak kertas manual nya,Happy
2694,packing nya jelek casing nya kualitas jg bbrp pas ditempat nya,Anger
2695,enak bangett packingnya bagus bangett terima kasihh recommended bangett dehh,Love
2696,pengiriman cepat barangnya lengkap sesuai pesanan,Happy
2697,sesuai pic disetting rebahannya sesuai kemauan tdk otomatis krn didorong ndak overall nyaman,Happy
2698,ga gunanya atc ga dikasi bubble bikin rugi aja,Anger
2699,pengiriman disebabkan twinpack terperinci mengajukan keluhan belanja dikompensasi,Fear
2700,barang cacat ngisi baterai stick nya,Sadness
2701,recommended seller respon cepat pengiriman cepat,Love
2702,wae keren alatnya berasa pengrajin rokok matap seler ramah cepat pengiriman cepat,Happy
2703,produk dikirim,Anger
2704,dinding dinding basah mengubah warna berbeda warna konten konten dijamin memenuhi harga,Fear
2705,batere rombeng telp marketing tunggu minggu imbas,Anger
2706,kekecewaan pikir elemennya berbeda pena pancing pasar sekolah menengah diragukan daya tahan lihat komentar fto,Sadness
2707,berfungsi sesuai deskripsi,Happy
2708,sesuai merah hitam,Fear
2709,hasil memuaskan bahan sesuai deskripsi pengerjaan cepat wes wus,Love
2710,kualitas lemnya aibon,Anger
2711,isi gelembung tambahkan kontak kontak kardus peduli dikirim terpisah kasusnya langsung disepakati,Anger
2712,keterangannya kuat jam eh aja jam udah redup,Sadness
2713,komunikatif wrn dipilih obrolan sesuai pengiriman memiliki as alih mengirimkannya dikirim wrn,Anger
2714,pikir elemen datar makanan ditulis diganti,Fear
2715,iuhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhhh,Anger
2716,bagusss mengulangi pesanan,Love
2717,bagus bgt bukunya suka makasih,Love
2718,berbelanja toko resmi kondisi barang diterima sampah sampah terima kasih,Anger
2719,kecewa,Sadness
2720,mksshhh pelangganku syuukkkaaaa,Love
2721,fast respon barang bagus recommend,Love
2722,packing rapi barang sesuai deskripsi mantep,Happy
2723,obrolan ditulis deskripsi dikonfirmasi mengirim putih memesan pengiriman hitam penuh dipercaya,Anger
2724,bagus banget kualitas mantap,Love
2725,produk beroperasi toko dipercaya pembeli diharuskan mengembalikan produk melempar surat toko enak membelinya,Fear
2726,mantabbb default dahhh topp,Love
2727,barang bagus bocor dibagian saluran operasikan,Sadness
2728,ga rapi bnyk yg item,Sadness
2729,chat bilangnya merek gm bear yg dikirim kardusnya ajah yg merek gm bear tp isinya merek barang ga sesuai kesepakatan mah bohong namanya,Fear
2730,produknya asri n segagasan dgn pesanan sya seller mantul makasih skss,Love
2731,kualitasnya bagus tripodnya kuat bahan tasnya bagus tebal mudah sobek,Happy
2732,elemen kemasan asli bagus penjualnya cepat,Love
2733,cocok warm tone hasilnya awet cocok cool tone cocok kulit kering cocok kulit normal cocok kulit kombinasi,Happy
2734,kekecewaan mengirim elemen rusak cenderung harga murah,Fear
2735,beli toko resmi februari siang reptil harga jual flash murah,Love
2736,kardusnya penyot packingnya aman dpat gratis masker padahl gak,Anger
2737,kali dah metong,Sadness
2738,wadah selubung jelek,Anger
2739,sesuai deskripsi normal minus diluar ekspetasi fitur berfungsi aman terjangkau slow respon,Happy
2740,bahan model warnanya bagus respon penjual cepat harga bersaing kompetitor kemasannya bagus,Happy
2741,foto botol pecah barang pecah kirim toko nya kirim ganti barang uang,Anger
2742,janji kirim instant pakai tutup toko kirim paket malam pas besoknya coba ssd nya terbaca bilangnya kirim toko agarnbisa kirim tangerang ongkos gojek instant sampaiiii minggu kirim sengaja professional berjualan online jual barang rusak etikat ucapan maaf penutup anggap licik pelit ongkir nya suruh tanggung pas barang lihat mah lupakan garansi produk yg ganti rusak,Sadness
2743,bocor kebocoran penyamakan diselesaikan,Fear
2744,recommended barang sesuai seller gercep pengemasan mantap banget,Happy
2745,beli tgl pesanan selesai tgl mouse rusak tgl gak komplain toped admin ditanyain gmna klaim garansi membantu chat bales dibales gk,Anger
2746,bass harganya terjangkau proses pesanan cepat,Happy
2747,barang kirim bubble pdhl sdh info mendung gelap gerimis tp kirim lapis dus kena air bkl robel tembus,Fear
2748,barang sdh diterima sesuai deskripsi pengiriman cepat thx,Happy
2749,pengiriman perlahan seminggu membeli supermarket dibeli langsung,Fear
2750,barang dpt berfungsi mati tdk dpt signal brg diretur aja mati tdk da signal,Fear
2751,kids bener yg beda bahan tipis yg pesan yg katupnya kagak,Fear
2752,warna pinknya tdk sesuai,Fear
2753,warna selevel pesenan,Sadness
2754,elemennya bagus sisirnya tombol mengklik praktis,Love
2755,pelayanan nya top sales service bagus,Love
2756,obrolan imbalan kuota dijanjikan memasuki parah rusak,Anger
2757,bebannya buku mahal mengurangi suka buku membeli buku rompak kasih,Love
2758,roti gawat,Anger
2759,mantap barang bagus banget seller ramah responsif,Happy
2760,langganan beli minigold,Love
2761,bahannya tipis jahitannya rapi,Sadness
2762,nya ragu maza sih dgn harga segitu produk yg tawarkan bs mantap sy org ny selektif dlm memilih produk utk beli paket mendarat sy lgsg unboxing ternyta ekpetasi sy produk berkualitas gel nya lembut nyaman duduk duduk ga sakit lebar ny mantap no endorse ya murni sy pembeli ragu membeli lapak penjual sangay rekomen banget,Love
2763,mengecewakan kemasan kertas sobek basah krn ujung kertas yg melengkung pengiriman pack dgn bubble wrap terima krn gak bikin video unboxing,Sadness
2764,bahannya nyaman nyaman punggung gampang dipakai,Happy
2765,baterai jebol bilang menghubungi pemasaran menunggu minggu sambungan,Anger
2766,pemain mainan robot hulk mohon dicek sblm kirim brh,Fear
2767,parah bener gan barangnya melenceng alat yg merk baterai berkarat murah ya kl bintang komplain mahal ongkir baliknya anggep apes,Anger
2768,butut sucyols yout yellow ijo stabilo barang miskin,Anger
2769,suka bardi membantu mematikan alat jam tidur hidup pagi rumah alat bardi cctv mengaksesnya mudah aula,Love
2770,bahan tebal bagus cepat terima kasih,Happy
2771,disimpan soap perangkat tangan diandalkan sabun,Love
2772,barang packaging yg bagus,Happy
2773,packing oke sdh beli sippppp,Love
2774,isinya gr diskripsinya kg udah terlanjur beli bungkus tolong suka nipu alus model gini kagak berkah tau parah nih sellernya ngasih duit haram keluarganya,Anger
2775,kecewa lembar warnanya beda sekilas bentuk motif tpi dipasang beda rate barang rate penjual,Sadness
2776,sukaaa bangett kakanya ramahh bgt responsif jugaaaa thank uuu,Love
2777,kurir sameday dikirim besoknya pdhal kirim pake sameday bilang tokonya barang ga ready sih jd sistemnya ambil dikumpulkan orderan dikirim ya kaya,Fear
2778,mantep bangettt coklatnya beli promo ditambahin voucher mumer pokok deh,Love
2779,bahan jelek kokoh,Sadness
2780,cancel anjak tgl aja byk cincong,Anger
2781,kecewa,Sadness
2782,pelayanan ramah design maksimal konsekuensi sepadan harapan recommended,Love
2783,bukunya kena rembesan minyak bungkus bublewrapnya parah banget kena minyaknya isolasinya copot sebenernya lumayan kecewa sihh karna kena ekspedisi jd kesalahan seller next semoga bungkus bukunya secure lg,Sadness
2784,packingnya jelek barang rusak,Anger
2785,jaringannya sunyi indihome de menyesal membeli orbit jaringan parah,Sadness
2786,barangnya,Sadness
2787,bahan tebal nyaman pakai,Happy
2788,pesan yg varian tp dikirim,Fear
2789,fast response produk dikirim oke banget,Happy
2790,bagus asap pistol api obor penjual respons cepat pengiriman cepat produk kemasan asli produk bagus berfungsi,Love
2791,dikirim buruk,Anger
2792,buku peninggalan halaman ki gabuk menukarkannya,Fear
2793,barang atur echo putar tpi tetep effect tombol joga pencet pokoknya mengecewakan,Sadness
2794,pengawas permata intinya,Love
2795,keripik tempe dihancurkan makan,Anger
2796,proses pengangkutan tipis,Fear
2797,yeay paketan sampe sempet review semoga dipakenya nyaman enak sempet dibuka,Happy
2798,kirim barang yg dikirim salah nggak barang diterima barang kirimnya ongkir nggak tanggung official store koq pelayanannya kaya bikin kecewa banget,Sadness
2799,warnanya kusam,Sadness
2800,bukunya gede tebal packing tingkatkan bukunya ujungnya respons bagus,Happy
2801,makna,Love
2802,barang pecah dikotak himbauan barang mudah pecah,Fear
2803,salah mengirim produk admin bola,Fear
2804,bagus berfungsi bagus mantap,Happy
2805,alhamdulillah aman bubble wrap tebal banget suka modelnya mevvah banget juara seller,Happy
2806,udah kesobek makanan kucing nya alot,Fear
2807,kaus kaki tumit,Sadness
2808,diskon kecurangan muatan setingkat harganya,Fear
2809,respon penjual nyaa dapet harga muraaaaaah packingnya rapiiiii pengirimannya lumayan cepat lahh coklatnya enakkkkkk,Love
2810,baguss sukaa bgttt next order,Love
2811,pengiriman super cepet super recommended bgt cepat mengisi daya terima kasih,Happy
2812,fitur memuaskan band layar sentuh full sesuai harganya,Sadness
2813,alhamdulillah sabuknya keren cepet nyampenya kemaren sore pesannya,Happy
2814,barang nya jos berfungsi kualitas oke membantu banget pakek bingung gk buka otomatisnya eh app yg gk suport cash drawernya mantul dah,Happy
2815,kue mencoba kue asam mengeluh penjual dikonsumsi makan,Fear
2816,barang paket,Sadness
2817,,Anger
2818,berlangganan membeli miniatur,Love
2819,x belanja tp yg sanngat kecewa,Anger
2820,pengemasan dikemas dikirim kondisi kotak rusak harga barang murah rapi rapi,Fear
2821,paket super cepat barang ori gitu lho kalo hasilnya pesan,Happy
2822,warna sesuai dgn permintaan,Anger
2823,pake pas dicuci robek,Sadness
2824,kualitasnya bagus gambar pengisian daya cepat,Love
2825,komponen kemasan asli bagus penjual cepat respons cepat,Love
2826,fitting sesuai dgn celana pendek,Fear
2827,hadiah diperoleh,Sadness
2828,muatan yg dikirim setara muatan yg dipesan,Sadness
2829,terpercaya,Happy
2830,baunya sesuai harapan bau ikan teri,Anger
2831,mantap klu kasih bintang wkwkkwkwk,Love
2832,respon pengiriman cepat rekomen belanja toko,Love
2833,suka banget belanja pelayanannya cepat ramah kooperatif barang packagingnya aman bangettttttt hasilnya yaowoh memuaskan secinta final touch nya repeat order kalo,Love
2834,jamnya berfungsi normal ukuran sesuai keren banget modelnya,Love
2835,arloji produk bagus sesuai gambar nyaman dipakai,Love
2836,kecewa produk yg,Sadness
2837,sesuai harapan barang susah dimainin,Sadness
2838,gak,Anger
2839,case kardusnya dah robek box nya mayit gaek strip led,Sadness
2840,kualitas jahit buruk,Sadness
2841,warnanya selaras aplikasi,Anger
2842,makasih penjual responsif barang diterima aman semoga awet,Happy
2843,tata tertib kecewa andil memecahkan kopi tersebar kesalahan diperkenalkan,Anger
2844,zonk packaging bottle zonk bgt,Anger
2845,mikrofon merespons,Fear
2846,dipakai rusak menyala maaf ksh bintang,Sadness
2847,mantavv sesuai pesanan joss,Love
2848,brownis nya penyek untung ga ancur kecewa pengiriman nya antaraja lelet bikin brownis penyek tokped hrs nya blacklist tuh antaraja,Sadness
2849,suka dr soap repeat order beli,Love
2850,barang mencapai pesanan disarankan,Love
2851,kekecewaan mengirim elemen rusak cenderung harga murah,Fear
2852,kecewa berat yg dibeli kosong dikirim sy sudh dikirim bilang warna harga lumayan warna senada sy seragaman,Sadness
2853,barang dikirim pembeli dikirim toko menolak,Fear
2854,toko menjual pembelian tanggal dikirim tanggal layanan sesuai ulasan,Sadness
2855,bagus mantab jernih,Happy
2856,kali berlaku prinsip harga sesuai kualitas cek udah feeling ga setuju krn bantal kaki yg lepas tiang penyangga lepas penghubung tiang dicantolin coba biaa pake kemauan mur penopang hape lepas proses pasang hape totally ga pake yahhh anggap aja amal deh pengalaman aja tokonya comment sih krn ga komunikasi,Fear
2857,beli tanggal agustus tp tanggal september sdh error driving wheels akhirna ditanggal jg sya kirim nya service centre tangerang tgn sya tp error lg tanggal september kali error sensor dmn deebot bilang pro installed please move non carpet pdhal ozmo pro tdk attach nya dikarnakan lampu pd deebot akhirna suka bergonta ganti jd biru putih biru putih semalaman voice report menerus bunyi dsuru bawa service lg maap sya tdk mao berhubung ongkosna yg sgt mahal jd ya sya bs matikan voice reportna dl aja biar ga terganggu overall mengecewakan dibandingkan aivi tdk tahan banting pake sebulan tp sdh byk errornya nyesel jg maaap bs kasi bintang segene krn ktdkpuasan kl mao consider beli robot beli beli series aja lebi tahan banting,Anger
2858,buruk palung figur pra istilah,Sadness
2859,sulit merujuk jam kartu sinyal signifikan buruk,Anger
2860,memilih alternatif hitam acc white berkomunikasi pembeli fitur obrolan mengirimnya mengeluh,Anger
2861,kondisi drum pad rapi lem meleleh,Fear
2862,suka sabun,Love
2863,cocok elemen permintaan silakan kumpulkan elemen bersemangat,Fear
2864,tajam kualitas produk bagus produk original produk sesuai,Happy
2865,barang sesuai deskripsi,Fear
2866,kecewa barang kostumer bocor alasannya rusak ekpedisinya ckck,Sadness
2867,beli abon srundeng salah dikasih srundeng jd ga dpt abon krn klo retur hrs ngirim brg yg salah ribet,Anger
2868,kecewa kwalitasnya,Sadness
2869,mantap barang sesuai pesanan,Happy
2870,pengiriman sesuai estimasi kemasan paket bagus n rapi tas gadget ditrima dlm kondisi yg rusak kualitas produk bagus bentuk warna n ukuran sesuai deskripsi,Happy
2871,perjalanan pengiriman membutuhkan keluhan terpisah,Fear
2872,mantaap barang dengab cepat,Happy
2873,mksshhh pelangganku syuukkkaaaa,Love
2874,mainan rusak,Anger
2875,sory kasih bintang krna pengiriman salah kali kirim diperhatikan pengirimannya,Sadness
2876,aturannya kecewa paket pecah kopi tersebar kesalahan diperkenalkan,Anger
2877,gambar tampilan penawaran alternatif hadiah harga berbeda,Fear
2878,pembelian puas elemen salah produk disukai annabol,Love
2879,suka bardi membantu banget matiin alat pas jam nya tidur hidup pagi dirumah pakai alat bardi cctv akses nya mudah diluar aula mungil,Love
2880,gw uda kasih note warna merah gw udah chat kepenjual dateng warna ungu error nih jual kesel gw,Anger
2881,pengiriman barang cepat kualitas mantap sesuai harga,Happy
2882,barang sesuai dgn yg gambar plastik keras utk menumpuk sepatu bingung merakitnya plastiknya mudah meleyot puas,Fear
2883,bahannya nyaman nyaman punggung packaging aman gampang dipakai packaging rapi bahannya fleksibel penjualnya ramah banget desain ergonomis proses pesanan cepat,Happy
2884,wanginya ga sesuai harapan kaya bau ikan teri,Anger
2885,proses pesanan cepat packaging aman,Happy
2886,ok,Love
2887,mantapp terjangkau seller bener bener dimainkan,Happy
2888,repurchase puas barang respon seller nya udah gitu bonus terima kasih,Happy
2889,seller responsive pesan pengajuan pembatalan selisih menit ditolak pengajuannya udah chat pengen ganti tipe barang alamat pengiriman gak diwaro payah,Anger
2890,berbelanja kecewa,Anger
2891,bahannya ga enak,Sadness
2892,harga terjangkau produk sesuai kualitas bagus pengiriman responsif terima kasih yaa sehat sehat utk seller team,Happy
2893,pelayanan mengecewakan,Sadness
2894,diskon barang penipuan,Fear
2895,mengecewakan belanja barang gak gak koperatif,Anger
2896,uglykkk,Anger
2897,penjual motifsuuuu lucu,Love
2898,bahannya nyaman penjualnya ramah banget nyaman punggung packaging aman,Happy
2899,plastik pecah jd lembek,Fear
2900,yg dipesan yg dikirm,Anger
2901,dikirim buruk,Anger
2902,yg pink dikirim yg biru dapet penyok kecewa banget ih,Sadness
2903,obrolan imbalan dijanjikan memasuki perusak ekstrem,Anger
2904,barangnya bagus bgt kokoh sisirnya jg ga tajem tombol kliknya praktis,Love
2905,barangnya bagus banget semoga aweet kalo aweet gua beli dimari cadangaan,Love
2906,pengiriman lambat sampe dana dikembalikan penjual info kalo barang tdk uang dikembalikan samoe skr ga diaksi parah,Anger
2907,gan nya ga mw tampilkab gambar tv pakai hdmi lampu power yg merah kedap kedip trus,Fear
2908,penjaga bubblewrap gaada,Anger
2909,free canister ga dikirim payah kecewah dah males beli,Fear
2910,salah beli barang tp toko kompromi barang disegel kecewa dehhh,Sadness
2911,diiklan,Sadness
2912,thankyou sesuai pesanan pengemasan jg cepat,Happy
2913,pengiriman cepet banget bahan kualitas bagus banget,Love
2914,produk layak dimakan pc penulisan tanggal kadaluwarsa sebulan silakan qc produk makanannya layak makan konsumen,Fear
2915,barangnya kado sih bagus yg terima keliatan happy kualitas product bagus harga terjangkau recomended,Love
2916,memecahkan online rumit,Anger
2917,membeli susu periode pengemasan kotak terbuka,Anger
2918,pesanan ga lengkap chat ga bales toko bagus karyawannya rusak jelek citra amal deh,Anger
2919,respon seller cepat proses pengiriman cepat model bahan ok kualitas jahitannya silahkan lihat gambar deh jahitan pundak lengan kerah bingung pake bajunya gk dipake mubazir dipake ya malu mohon perhatian seller terima kasih,Fear
2920,bahan bagus jahitan mudah lepas,Happy
2921,beli dsni sih pengen free giftnya sebenernya buruan bayar gambar free gift lunch bag nya kecewa penjual konfirmasi free gift bagnya habis barang udah dlm proses pengantaran blg klo ganti dg free gift ehh tumbler dr lactamil jujur kecewa beli lapak krn udh royal swimmng pool dr lapak oyen n biru,Sadness
2922,bahannya kuat kokoh berat bebannya packingnya rapi ngga rusak cacat pengirimannya cepat barangnga original,Happy
2923,kualitas produk mengecewakan bahan tipis barang ganti,Sadness
2924,pesen yg dateng sukiyaki konbutsuyu deskripsi tertulis jenis kecewa bgt,Sadness
2925,barang pecah dikirim,Anger
2926,pengemudi barangnya pintar,Anger
2927,barang sdh smp udah gitu kurirnya ngaco barang blm diterima direport udh diterima trs gak dpt pc blackpink nya bkn nya klo tulisan bebas ongkir ekstra hrsnya dpt pc blackpink krn yg sy belanja store yg tulisan bebas ongkir ekstra dpt pc blackpink lupa atw bgmn jujur kecewa,Sadness
2928,penjualnya komunikatif barang kosong diganti barang konfirmasi pembeli next time jualan pelayanannya ditingkatkan lg mbak mas informasiin pembeli kalo barang kosong jgn seenak udel main barang ntr situ yg ribet rugi barang ganti ongkirnya yakhan,Fear
2929,sesuai permintaan aplikasi diajukan dibicarakan,Anger
2930,jaringannya tenang indihome de deving membeli orbit jaringan parah,Sadness
2931,bawaan selaras deskripsi,Fear
2932,puas barangnya bagus,Happy
2933,butut konyol kuning kasih ijo stabilo barang jelek,Anger
2934,boros batre,Sadness
2935,penjual direkomendasikan nasihat dikirim itikad penjual membantu orang membuatnya,Fear
2936,beli keluhan tanggapan,Anger
2937,gampang dipakai nyaman punggung,Happy
2938,reglemen gambar truck pemadam dikirim mobilan police not recommended,Fear
2939,suka banget ama slamenya bonusnya byk transportasi lajak semoga sukses seller,Love
2940,bawaan kesan uang menerima bawaan,Anger
2941,janjinya kaleng kaleng yg kaleng kecewa bangetttt,Sadness
2942,ngirim barang gak sesuai pesanan ngeselinnn,Anger
2943,cuman dipanjangin sebelah sebelah nga bs dipanjangin karatan karet yg dikasih mudah lepas nga dikasih kotak kondisi barang barang seken nga dikasih baut karet emg double check speeds knp sepele produk aja bs kejadiannya,Fear
2944,beban tdk solusi,Fear
2945,sablonnya pudar tipis bahannya tipis worth price,Happy
2946,elemennya elegan jahitan benang teratur,Sadness
2947,kali belanja tolong billy kecewa pengirimannya wilayah jakarta kota tolong pilih kurir cepat,Sadness
2948,barangnya bagus pengirimannya cepat kekurangan agan ramah pengiriman minggupun dijalankan tuhan memberkati sehat sukses terima kasih,Love
2949,niatnya sihh dibonusin creative planting kit tp kayaknya ga dipikirin ngemasnya gimana ga berantakan box nya akibatnya yg dipesen kotor kena tumpahan pasir,Sadness
2950,sesuai yg dipesan hitam merah pengiriman,Fear
2951,produk ok sesuai pesanan langganan pengiriman cepat makasih store,Love
2952,diminum besoknya udah basi,Sadness
2953,pelayanan page kindle dibeli complaint penjual bilang normal disetiap kindle memiliki page deskripsi produk complaint jelasin kalo normal hati hati memesan deskripsi rinci detail membeli produk elektronik butuh cek devicenya,Sadness
2954,membeli produk bulu mata alis alami,Love
2955,sulit merujuk jam kartu sinyal signifikan buruk,Anger
2956,diskon barang penipuan sesuai harganya,Fear
2957,perlengkapan linting nya,Fear
2958,motifsuuuu patut patut pengisian daya,Love
2959,puas banget kaos kakinya bagus,Happy
2960,piyama kualitas seller responsive prosesnya cepat pengiriman cepat sampainya manado semoga next order sebagus yah terima kasih,Happy
2961,tertera harga aslinya kirain barangnya kualitas premium minimal yg dateng barang kualitas rendah packing nya payah,Sadness
2962,beli cutter dikirim cutter blade cutter blade,Fear
2963,official store sih bener komplen packing tetep abaikan berhubung barang nya ok ya yg beli tolong atasan perushaan perhatikan packingnya cuman packing,Fear
2964,salah kirim warna warna biru merah muda mengirim lampu led hitam hijau merah menyala,Anger
2965,ga sesuai warna pesanan,Fear
2966,prosesnya sampainya eh bukunya penyok,Anger
2967,buku bagus cek sekilas dalamnya gaada sih keknya detail covernya rusak gitu ya aja sih keluhannya,Happy
2968,teman warna menawan bahagia gambarnya,Love
2969,obrolan pengiriman instan jawabannya membuatnya dibayar membebani kacau,Anger
2970,balonnya cakep gampang ditiup thx seller,Happy
2971,kekecewaan pikir item berbeda pena pancing pasar sekolah menengah diragukan daya tahan lihat komentar fto,Sadness
2972,,Sadness
2973,produk rancak toko gak mengambang pembeli disuruh balikkin produk buang ongkir aza toko gak beli,Fear
2974,jelek banget gak pakai mah maskernya berbulu foto tsb,Anger
2975,packing tdk dikemas kirim lgsung pdhal kondisi dusnya rusak mgkin harga barangnya murah jd tdk dikemas rapih,Fear
2976,jelek silikon pelindungnya ditekuk gampang pecah sobek gitu kualitas lamounya yg bayangkan dibawah kualitasnya philips,Anger
2977,mandat yg gawat,Anger
2978,penyok parah banget gk layak jual sobek parah udh beli dikasihnya jelek banget gg bang,Sadness
2979,beli tp gak dikirim,Fear
2980,barang yg foto yaang dikirim tolong yg jujur berusaha nilai uang nya,Fear
2981,selucu dapet free photocard dongggggggggggg happy,Love
2982,jiwo thx bro menerima produk,Love
2983,barangnya palsu gimana lengket beli tefal saus pan engga beli produk tokopedia aja mending ya,Fear
2984,penjualnya bagus barangnya bagus sesuai pengemasan permintaan akurat,Love
2985,keren om barang nya,Love
2986,respons penjual lemot melayani bahan kaos mudah melar pakai mesin cuci,Sadness
2987,pengiriman cepat packaging lapisan warna sesuai pesanan problem,Happy
2988,lem kualitas lambat aibon,Anger
2989,cetakanya gak bagus gak sesuai harga,Sadness
2990,material produk bagus produk sesuai kualitas produk bagus produk berfungsi,Happy
2991,gk tambahan bublenya yg koran nya,Fear
2992,packing buruk kertas sobek bungkusnya,Anger
2993,lubang hangtag rapih,Sadness
2994,kali spons terpisah lemnya bagus,Sadness
2995,mudah dilepas non kaca cermin penglihatan,Sadness
2996,beli kedatangan barang sesuai foto ketajaman menjual gadis senang hati makan uang ilegal,Anger
2997,kecewa keterangannya yard yard,Sadness
2998,airnya segar tekanannya pas foto sesuai barang worth banget layak terlaris,Love
2999,jamnya susah sinyal pake kartu apapun lemah sinyal jelek bgttt udh komplain gada penyelesaian yg memuaskan,Anger
3000,baju tdk sesuai dgn gambar pendek kantong baju,Sadness
3001,bawaan jelek belom pake udah patah,Sadness
3002,wow sm jam respons kerugian memilih,Fear
3003,pemaafan bknnya sy menjelekan produk tp sy kecewa sembarangan gepuk toples warna merah stlah ko berjamur pdhl toples yg wenak bgtzz gepuknya,Sadness
3004,pengiriman lambat toko gak ramah komunikasi,Fear
3005,barang bagus sesuai deskripsi pengiriman cepat recommended seller,Love
3006,mantappp responnya memuaskan dicoba dipasang presisi nyaman cas responsif,Happy
3007,pdhl membeli tangsa suvenir susu cm buruk,Anger
3008,respon cepet ramah solutif kerjaan cepet banget harga kompetitif kerenn recommended seller,Love
3009,cakep banget tp salah pilih size mash kegedean anak tp anak super happy thanks,Love
3010,bgt teratas,Love
3011,puas barangnya,Happy
3012,pesanan sdh diterima,Happy
3013,dibeli menuangkan kopi terbaik,Love
3014,duh ga belajar dr pengalaman ya yg complain datangnya retak sy diperbaiki pelayanannya,Anger
3015,barang diterima kondisi pinggirannya patah,Fear
3016,rombeng,Anger
3017,elemen pengemasannya elegan sayangnya fitur tombol pemicu kunci kecerdasan buatan menawarkan toko pusat toko toko membantu maaf maaf love the stars puas terima kasih,Sadness
3018,terima kasih brang bagus harga murah cepet cod siip,Happy
3019,bahannya adem jahitannya rapi menerawang enak dipakai,Happy
3020,mkshhhh pelanggan syuukkkaaaa,Love
3021,faaaassst respon bangeeettt seller ngabantuin puaaaaaasssss makasih oke recommended bangeeett,Love
3022,kemasannya bagus kualitas nya bagus kabelnya tebal suka warna nya biru muda semoga awet terima kasih seller,Happy
3023,maaf menyerah uangnya mengambang,Fear
3024,enak lumpia basah nya admin daun bawang lebihan eh beneran kasi terimakasih beli,Love
3025,sesuai,Sadness
3026,bahan konstruksi kuat rusak,Fear
3027,beban buruk seminggu respon penjual buruk garansi chat dibalas garansi bohong pikir lg deh klo beli,Fear
3028,sdh kali belanja fast respons amanah,Happy
3029,muatan ok,Sadness
3030,ga berfungsi kecewa bgt,Sadness
3031,kekecewaan melayani toko menyesali toko paket paket paket mencapai tujuan disarankan pembeli barang bertanggung,Sadness
3032,pengalaman membungkus gelembung,Anger
3033,pesan warna putih abu yg warna salem abu kecewa penjual konfirmasi dikirim,Anger
3034,pengiriman time produk berfungsi harapan,Happy
3035,enak dipakai cocok wajah sy mantap,Happy
3036,alas sepatu tipis dipakai aus make ny jarang,Sadness
3037,udah kali restock dr soap aja pdhl diluar handsanitizer yg yg trpercaya dr soap deh,Love
3038,saudara menerima permintaan sesuai pengaturan elemen terima kasih saudara,Love
3039,lampu rusak hidup dr lampu lg mati tdk hidup dipakai sehari,Fear
3040,kotak hancur pelanggan membeli hadiah mengecewakan paket toko plastik tipis modal bungkus gelembung,Anger
3041,overall ok kelewat,Love
3042,shade yg salah kirim,Sadness
3043,berlaku produk nya kutu adem ayem kecewa tdk sesuai speak nya,Sadness
3044,produk oke sesuai foto keterangan,Happy
3045,produk ori kw pgp hp lenovo n sales buruk respon seller recommended,Fear
3046,fast respond packingnya bagus rapih barang yg dikirim sesuai pesanan terima kasih,Happy
3047,handuk cantik material bagus harga terjangkau thanks traktirannya tokped handuknya lumayan upload foto keterangan eror mulu,Happy
3048,pie susunya jamuran duh gawat bgt sih jualan,Fear
3049,puas belanja udah ketiga kalinya beli pengiriman cepat respon cepat,Happy
3050,sukaaaa beli total suami model bahan nyaman memakai warna tanggapan penjual mengirim barang super cepat,Love
3051,elemennya bagus harap berlanjut solid membelinya,Love
3052,buku cacat kertas overall mantap,Happy
3053,pas simpel,Happy
